name,viable,score,n_total,n_motion,noise_mean,fg_event_ratio_mean,fg_events_mean,event_keep_ratio,mask_fg_mean,mask_lcc_ratio_mean,mask_presence_ratio,lambda_mean,omega_mean,ds_params,seg_params
mut_007_rand_029,False,1.123902,808,417,0.476212,0.124245,115.796163,1.000000,69.383693,0.054415,0.201439,0.546060,0.637229,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.886 lambda_b=0.040 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.05 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=2 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=3 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=9 prefilter_refractory_enable=true prefilter_refractory_us=1380,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
rand_009,False,1.133813,463,246,0.358730,0.108184,84.373984,0.617210,27.947154,0.133029,0.081301,0.644011,0.619673,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=1.172 lambda_b=0.083 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=12 post_refractory_enable=false post_refractory_us=450 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=12 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=4 postfilter_min_count_in_neighborhood=10 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=4000 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=8 prefilter_refractory_enable=true prefilter_refractory_us=2600,log_stats=false min_count=1 morph_close=true morph_kernel=3 morph_open=false
hybrid_1,False,1.139138,1315,741,0.334986,0.138747,72.284750,0.595135,16.991903,0.127858,0.074224,0.522767,0.639104,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.65 lambda_b=0.08 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=4 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=true prefilter_refractory_us=900,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
mut_006_rand_029,False,1.182901,1259,684,0.347065,0.131474,69.792398,0.741714,15.211988,0.113073,0.074561,0.560752,0.644295,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.826 lambda_b=0.040 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=330 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.05 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=2 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=3 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=1600 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=9 prefilter_refractory_enable=true prefilter_refractory_us=1500,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
mut_003_rand_029,False,1.192563,1304,702,0.349771,0.119247,77.196581,0.731010,14.535613,0.112083,0.072650,0.577966,0.634766,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.826 lambda_b=0.090 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.05 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=2 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=3 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=2800 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=11 prefilter_refractory_enable=true prefilter_refractory_us=1500,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
mut_001_rand_029,False,1.203031,1288,701,0.342267,0.121508,62.740371,0.645325,17.443652,0.108660,0.068474,0.584146,0.638419,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.946 lambda_b=0.020 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=170 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.05 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=3 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=11 prefilter_refractory_enable=true prefilter_refractory_us=1500,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
mut_000_rand_029,False,1.206060,842,414,0.477534,0.139271,115.855072,1.000000,58.364734,0.059930,0.164251,0.531390,0.616271,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.826 lambda_b=0.060 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=true post_refractory_us=370 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.05 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=3 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=2800 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=9 prefilter_refractory_enable=false prefilter_refractory_us=1500,log_stats=false min_count=2 morph_close=false morph_kernel=3 morph_open=false
rand_006,False,1.225340,1173,592,0.476344,0.144071,133.086149,1.000000,31.619932,0.083712,0.135135,0.524475,0.622438,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.642 lambda_b=0.107 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=450 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=12 postfilter_adaptive_min_keep_ratio=0.02 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=4 postfilter_min_count_in_neighborhood=6 postfilter_min_count_per_pixel=2 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=2 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=9 prefilter_refractory_enable=false prefilter_refractory_us=2000,log_stats=false min_count=1 morph_close=false morph_kernel=5 morph_open=false
rand_002,False,1.230107,1254,661,0.475841,0.126908,86.644478,0.999793,22.724660,0.126572,0.095310,0.514907,0.629825,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.532 lambda_b=0.152 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=true post_refractory_us=700 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=12 postfilter_adaptive_min_keep_ratio=0.04 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=2 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=2 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=3000 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=8 prefilter_refractory_enable=true prefilter_refractory_us=300,log_stats=false min_count=2 morph_close=false morph_kernel=3 morph_open=false
rand_017,False,1.238554,509,267,0.488916,0.082436,75.157303,1.000000,35.880150,0.070997,0.146067,0.607363,0.646879,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.618 lambda_b=0.281 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=120 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=6 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=4 postfilter_min_count_per_pixel=2 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=2 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=1500 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=true prefilter_refractory_us=2000,log_stats=false min_count=2 morph_close=false morph_kernel=3 morph_open=false
post_density_strong,False,1.261768,486,260,0.472029,0.102308,99.315385,1.000000,35.207692,0.057042,0.142308,0.567150,0.667357,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.70 lambda_b=0.10 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=4 postfilter_min_count_in_neighborhood=8 postfilter_min_count_per_pixel=2 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=false prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=false prefilter_refractory_us=800,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
rand_011,False,1.267062,547,287,0.490014,0.086959,83.850174,1.000000,41.519164,0.093862,0.114983,0.625522,0.624479,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.767 lambda_b=0.245 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=false post_refractory_us=180 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.02 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=5 postfilter_min_count_in_neighborhood=4 postfilter_min_count_per_pixel=2 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=2 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=8 prefilter_refractory_enable=true prefilter_refractory_us=300,log_stats=false min_count=3 morph_close=false morph_kernel=3 morph_open=false
pref_ref_900,False,1.267464,542,315,0.473496,0.126149,111.644444,1.000000,25.069841,0.108608,0.095238,0.549907,0.642725,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.70 lambda_b=0.10 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=true prefilter_refractory_us=900,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
rand_012,False,1.319644,474,246,0.482377,0.084433,83.178862,0.999897,28.947154,0.072429,0.109756,0.622951,0.641626,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.662 lambda_b=0.315 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=8 post_refractory_enable=true post_refractory_us=120 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=12 postfilter_adaptive_min_keep_ratio=0.05 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=4 postfilter_min_count_in_neighborhood=4 postfilter_min_count_per_pixel=2 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=true prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=3000 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=true prefilter_refractory_us=1500,log_stats=false min_count=3 morph_close=true morph_kernel=5 morph_open=true
pref_ba_mild,False,1.324066,537,324,0.484564,0.120889,70.898148,1.000000,11.379630,0.118975,0.067901,0.548906,0.641294,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.70 lambda_b=0.10 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=false prefilter_refractory_us=800,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
rand_008,False,1.330891,1277,701,0.400427,0.100184,60.292439,0.888274,11.369472,0.118119,0.041369,0.545971,0.631071,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.493 lambda_b=0.239 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=12 post_refractory_enable=false post_refractory_us=300 postfilter_adaptive_enable=false postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=true postfilter_min_component_pixels=2 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=2 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=8 prefilter_refractory_enable=true prefilter_refractory_us=600,log_stats=false min_count=2 morph_close=false morph_kernel=3 morph_open=false
rand_027,False,1.341765,496,246,0.477307,0.109027,94.060976,1.000000,8.154472,0.120121,0.056911,0.529214,0.651050,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.461 lambda_b=0.201 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=11 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=6 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=5 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=3 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=3000 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=8 prefilter_refractory_enable=true prefilter_refractory_us=2600,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
pref_ref_1500,False,1.343672,537,307,0.480483,0.122284,121.123779,1.000000,17.583062,0.085427,0.087948,0.552686,0.646695,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.70 lambda_b=0.10 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=true prefilter_refractory_us=1500,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
all_off,False,1.353255,561,306,0.484725,0.123153,105.490196,1.000000,8.944444,0.093814,0.078431,0.549443,0.642062,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.70 lambda_b=0.10 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=false prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=false prefilter_refractory_us=800,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
current_pref_ref_hot,False,1.358888,543,304,0.475788,0.122292,121.036184,1.000000,15.351974,0.094082,0.072368,0.546595,0.637994,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.70 lambda_b=0.10 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=false post_refractory_us=250 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=true prefilter_refractory_us=1200,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
post_ref_250,False,1.369574,507,248,0.475983,0.121838,100.520161,0.997021,7.826613,0.098235,0.064516,0.542843,0.632633,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.70 lambda_b=0.10 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=true post_refractory_us=250 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=3 postfilter_min_count_in_neighborhood=3 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=false prefilter_hot_pixel_enable=false prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=false prefilter_refractory_us=800,log_stats=false min_count=1 morph_close=false morph_kernel=3 morph_open=false
rand_028,False,1.378343,462,230,0.480886,0.107048,88.343478,1.000000,33.360870,0.066037,0.091304,0.661541,0.596423,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=1.245 lambda_b=0.068 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=true post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=120 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=8 postfilter_adaptive_min_keep_ratio=0.02 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=2 postfilter_min_count_in_neighborhood=5 postfilter_min_count_per_pixel=1 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=2 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=true prefilter_ba_window_us=4000 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=14 prefilter_refractory_enable=true prefilter_refractory_us=2600,log_stats=false min_count=1 morph_close=false morph_kernel=5 morph_open=true
rand_024,False,1.395220,485,295,0.492381,0.094000,81.688136,1.000000,27.827119,0.063340,0.091525,0.671941,0.652166,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=1.108 lambda_b=0.064 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=9 post_refractory_enable=false post_refractory_us=300 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.04 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=5 postfilter_min_count_in_neighborhood=8 postfilter_min_count_per_pixel=2 postfilter_neighbor_radius_px=1 prefilter_ba_enable=false prefilter_ba_min_neighbors=1 prefilter_ba_radius_px=1 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=10 prefilter_refractory_enable=false prefilter_refractory_us=800,log_stats=false min_count=1 morph_close=true morph_kernel=3 morph_open=false
rand_003,False,1.405444,542,286,0.489227,0.093566,75.048951,0.999948,6.965035,0.125505,0.031469,0.611104,0.614720,count_image_topic=count_image events_topic=events imu_topic=imu lambda_a=0.734 lambda_b=0.244 metrics_enable=true metrics_log_stats=false metrics_motion_omega_min=0.10 noise_metrics_topic=/event_noise_metrics post_hot_pixel_enable=false post_hot_pixel_max_events_per_pixel=10 post_refractory_enable=true post_refractory_us=120 postfilter_adaptive_enable=true postfilter_adaptive_min_keep_pixels=10 postfilter_adaptive_min_keep_ratio=0.03 postfilter_apply_to_compensated_events=true postfilter_enable=false postfilter_min_component_pixels=2 postfilter_min_count_in_neighborhood=5 postfilter_min_count_per_pixel=3 postfilter_neighbor_radius_px=1 prefilter_ba_enable=true prefilter_ba_min_neighbors=2 prefilter_ba_radius_px=2 prefilter_ba_same_polarity_only=false prefilter_ba_support_from_kept_only=false prefilter_ba_window_us=2200 prefilter_enable=true prefilter_hot_pixel_enable=true prefilter_hot_pixel_max_events_per_batch=9 prefilter_refractory_enable=true prefilter_refractory_us=900,log_stats=false min_count=2 morph_close=false morph_kernel=3 morph_open=false
